Protein IDs	Peptide counts (razor+unique)	Unique peptides	Peptides Walker TMT16	Unique peptides Walker TMT16	Q-value	Score	Identification type Walker TMT16	Reporter intensity corrected 1 Walker TMT16	Reporter intensity corrected 2 Walker TMT16	Reporter intensity corrected 3 Walker TMT16	Reporter intensity corrected 4 Walker TMT16	Reporter intensity corrected 5 Walker TMT16	Reporter intensity corrected 6 Walker TMT16	Reporter intensity corrected 7 Walker TMT16	Reporter intensity corrected 8 Walker TMT16	Reporter intensity corrected 9 Walker TMT16	Reporter intensity corrected 10 Walker TMT16	Reporter intensity corrected 11 Walker TMT16	Reporter intensity corrected 12 Walker TMT16	Reporter intensity corrected 13 Walker TMT16	Reporter intensity corrected 14 Walker TMT16	Reporter intensity corrected 15 Walker TMT16	Reporter intensity corrected 16 Walker TMT16	Only identified by site	Reverse	Potential contaminant	Peptide IDs
AT5G08610.1	1	1	1	1	0.00090744	7.1983	By MS/MS	28411	34696	59220	50828	41863	31331	49442	34744	38112	43012	37488	40014	30545	43116	38584	32484				14591
AT5G08640.2;AT5G08640.1	4;4	4	4	4	0	44.643	By MS/MS	147740	128130	160550	153930	155900	142330	133560	120650	186850	197040	164880	225030	126280	154870	162280	131410				8331;8332;10268;20455
AT5G08650.1	8	8	8	8	0	58.571	By MS/MS	273130	273590	347650	327600	274150	273690	274260	247250	287850	291100	261930	305970	277860	311550	318390	252360				4716;4880;9294;9355;12213;12554;19397;19789
AT5G08690.1;AT5G08670.1;AT5G08680.1	22;22;22	22	23	22	0	323.31	By MS/MS	3210300	2970500	3310400	3120600	2993300	2842700	2790900	2891900	2936000	3011800	2653500	2757800	2828000	3158100	3299800	2739800				2419;2529;2597;4760;5360;5415;6400;7020;9462;9772;9907;10974;13018;14295;14296;18203;18692;18951;19294;19714;20111;20783;21291
AT5G08740.1	7	7	7	7	0	95.223	By MS/MS	226260	205080	254230	231540	215320	213490	199850	178740	214400	213330	192780	208440	182420	221440	215390	197020				1861;2314;6865;6900;8349;9346;16010
AT5G09310.1	1	1	1	1	0.0013351	6.9846	By MS/MS	43728	45323	47145	43756	36639	36472	36478	34863	39254	42581	32764	38649	36315	45448	41097	39143				16052
AT5G09390.2;AT5G09390.1	2;2	2	2	2	0	15.109	By MS/MS	44051	42171	53903	44449	44061	40324	41139	37794	45880	42634	38279	41651	36759	45667	47344	38703				5021;6147
AT5G09510.1	1	0	5	0	0.00093633	7.5946	By MS/MS	87149	71329	118420	88352	47824	31896	43759	29361	92117	70243	51764	104410	29265	75687	36997	47116				417;4154;8644;10835;14335
AT5G09510.2	1	0	3	0	1	-2	By matching	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			4154;10835;13774;14335
AT5G09590.1;AT4G32208.1	14;3	13	18	13	0	157.28	By MS/MS	838510	806600	825140	810460	710810	662010	712790	732180	798290	831520	737500	787510	684840	792680	766390	722040				1937;2340;4873;5779;5970;8905;9040;9301;9561;13615;14537;14833;15746;15983;17215;18807;19812;20487
AT5G09620.1	3	3	3	3	0	35.687	By MS/MS	23555	14113	17246	17221	21649	18691	17418	19656	26803	24754	22201	27302	18456	25559	22535	16405				11589;13660;16122
AT5G09650.1	13	13	13	13	0	136.98	By MS/MS	2068900	1857300	2071700	2086400	1993700	1884500	1846500	1674600	1829900	1939900	1658900	1827000	1843700	2112100	2112800	1792300				1117;3956;6522;9577;9618;10212;10662;13508;13509;15779;17547;19566;20458
AT5G09660.2;AT5G09660.1;AT5G09660.3;AT5G09660.4	11;11;8;8	10	11	10	0	259.44	By MS/MS	2823200	2622000	3073400	2893200	2715200	2938700	2730300	2767700	2813300	2681200	2669100	2609800	2646900	2852600	2595500	2560100				759;1093;1556;7286;9786;9964;10739;12121;15074;18131;19158
AT5G09730.1	3	3	3	3	0	22.499	By MS/MS	53320	48758	51159	54161	48071	49274	43869	40010	53307	48273	47839	46787	42009	43693	34823	39858				3790;8100;8371
AT5G09810.1	17	5	16	5	0	323.31	By MS/MS	2791900	2546700	2952400	2638100	2196600	2184600	2277800	2192600	2484800	2516600	2363400	2504300	2168800	2589200	2333600	2295400				336;802;2192;2193;2642;2643;3326;3357;4985;8853;10493;11291;14684;15550;16328;19206;20765
AT5G09830.1	1	1	1	1	0.0007732	10.161	By MS/MS	74457	66061	80502	68776	57616	61160	61774	58643	68306	63297	58239	68456	59467	74663	65613	61834				5582
AT5G09840.1	1	1	1	1	0.0031005	6.1647	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4529
AT5G09870.1	4	2	4	2	0	49.561	By MS/MS	58052	55393	78255	66256	74083	65814	79989	58500	83654	91252	69852	91902	56954	81320	66467	61189				3822;9789;16501;19455
AT5G09880.1	1	1	1	1	0.0011241	7.0919	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13401
AT5G09890.1;AT5G09890.2	1;1	1	1	1	0	12.013	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				7537
AT5G09900.2;AT5G09900.1;AT5G09900.3;AT5G64760.2;AT5G64760.1	5;5;4;3;3	5	5	5	0	50.316	By MS/MS	72650	74581	71892	65979	72054	68105	74863	69815	67166	69039	50730	55425	70495	88292	82553	71602				1087;3619;4656;9033;12176
AT5G10010.1	4	4	4	4	0	41.474	By MS/MS	74597	73248	93605	85929	66556	56980	57919	54886	83738	84137	67505	73704	54961	85722	65425	64044				225;961;9457;12971
AT5G10050.1	2	2	2	2	0	27.777	By MS/MS	93390	79021	93920	89891	74994	73289	80287	73811	84887	80282	72460	77208	74984	90567	82099	75760				5110;17491
AT5G10060.1	1	1	1	1	0.00091954	7.3833	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5543
AT5G10160.1	2	2	3	2	0	13.965	By MS/MS	223280	217090	246760	237970	214100	192720	207760	208940	215530	210390	181850	220810	205520	250990	230800	211160				6805;17016;21346
AT5G65240.1;AT5G10290.1;AT5G65240.2	1;1;1	1	1	1	1	-2	By MS/MS	42878	44651	50340	42791	37186	32384	40470	37051	40167	39724	36203	39172	33694	41999	38644	35478	+			13631
AT5G10350.2;AT5G10350.1	1;1	1	1	1	0.00073368	8.3101	By MS/MS	18850	18074	17512	17474	14552	13270	14296	12733	15650	17568	11231	14119	14794	19950	16023	13489				5352
AT5G10360.1;AT5G10360.2	10;8	4	10	4	0	219.58	By MS/MS	1086400	1267400	1392700	1222500	837530	814470	926300	829350	1078600	1062800	788620	1095300	836740	1078800	1028400	873580				6788;7274;8742;10639;10721;11480;12755;12765;13095;14992
AT5G10450.1;AT5G10450.3;AT5G10450.4	10;9;9	0	13	0	0	256.05	By MS/MS	1124600	1043000	1326400	1051400	991460	949320	981450	952660	1030700	1049700	879690	903220	960440	1187400	1062000	980690				164;3422;3651;10318;11121;11124;12052;14275;14611;14801;16708;17746;21361
AT5G10450.2	1	0	13	0	0.0013286	6.9505	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				164;3423;3651;10318;11121;11124;12052;14275;14611;14801;16708;17746;21361
AT5G10460.1	2	2	2	2	0	13.319	By MS/MS	53264	51228	61352	54796	46411	47757	47762	45994	48824	48836	44372	52346	43662	50734	54840	47840				10276;21357
AT5G10470.1;AT5G10470.2	16;15	14	16	14	0	203.8	By MS/MS	407890	387010	435470	426390	402200	378770	402330	375910	423860	434870	358730	392860	376370	443790	408490	360220				1132;1750;1875;2173;2586;3044;3348;4396;4818;10710;11251;12561;14886;16031;16961;19365
AT5G10540.1	6	6	16	6	0	52.588	By MS/MS	97663	100040	109250	103330	87026	79239	88525	79493	89601	96406	81851	92233	83866	99545	103770	78675				113;1344;1898;4297;4450;4883;5506;5725;8415;11759;12982;14552;15991;20216;21310;21602
AT5G10560.1	7	7	7	7	0	76.507	By MS/MS	58668	61210	68798	57665	55762	57420	57252	57369	56600	54893	51508	56563	53713	60564	61999	54444				1055;9482;10846;17077;20556;20927;21306
AT5G10760.1	2	2	2	2	0	13.811	By MS/MS	173870	322340	109120	109460	93051	100120	90989	187100	108050	170470	123760	96833	93799	86423	107310	123090				16405;19342
AT5G10840.1	1	1	5	1	0.001732	6.7174	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5036;9305;13121;20271;21619
AT5G10860.1	4	4	4	4	0	33.89	By MS/MS	558210	513250	559770	541700	414630	415650	413420	420050	471900	458760	437670	469990	398820	480160	472080	421020				1468;11963;13393;19648
AT5G10920.1	9	9	9	9	0	81.607	By MS/MS	343090	322050	367530	342590	327330	299180	314870	276810	313260	333930	273530	309300	310550	351670	346700	300340				1385;2893;6995;7980;12323;13006;13977;14387;17238
AT5G10940.2;AT5G10940.1	2;2	2	2	2	0	12.836	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				7093;7513
AT5G11030.3;AT5G11030.1;AT5G11030.2	1;1;1	1	1	1	0.00071073	7.7528	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				19269
AT5G11040.1	2	2	2	2	0	14.55	By MS/MS	97336	88285	94089	92833	86339	89699	83924	80335	89348	95273	78959	81631	81355	91909	87052	78186				3781;4290
AT5G11060.1;AT4G32040.1;AT5G25220.2;AT5G25220.1	2;1;1;1	2	2	2	0	13.79	By MS/MS	3565.5	2844.1	3624.3	3482.1	3491.7	2509.5	2727	3062.2	2476	3438.4	2840.4	2975.7	3553	3312.1	3001.3	2949.8				8264;13062
AT5G11110.1	1	1	4	1	0.0019169	6.5253	By MS/MS	85107	99475	84747	77933	77822	77519	83207	77928	82129	77646	65960	66485	74657	92152	80455	78212				694;1250;7476;12373
AT5G11150.1;AT2G25340.1;AT5G16000.1	1;0;0	1	2	1	1	-2	By MS/MS	122640	121110	141760	132880	117480	117500	118460	115780	120960	125900	113910	123560	113030	128330	109450	102830	+			11497;14627
AT5G11200.1;AT5G11170.1;AT5G11170.2;AT5G11200.3;AT5G11200.2	6;6;5;5;5	6	6	6	0	90.571	By MS/MS	498430	472440	552160	500070	473270	431390	452960	434380	453370	479120	391410	463840	462900	588500	557200	478990				3394;3881;5248;6745;9738;20637
AT5G11280.1	1	1	1	1	0.00090518	7.1725	By MS/MS	31679	30390	32761	35998	30078	29750	31234	29456	27320	30451	25726	30254	31188	42748	31803	30921				4175
AT5G11350.1	1	1	1	1	0.00076181	9.5022	By MS/MS	2527.9	2454.6	3095.4	2779.3	2798.1	2396.9	2823.8	3222.6	2354.5	2773.3	2501.5	1711.4	2288.2	3225.8	3009.4	3191.5				11350
AT5G11420.1;AT4G32460.2;AT4G32460.1	3;1;1	3	7	3	0	31.087	By MS/MS	506670	483570	522890	515860	419150	417220	454250	452730	453970	432470	479670	429580	416040	481480	404870	456290				1037;1409;7048;14965;15446;16046;21794
AT5G11450.1	5	5	5	5	0	58.479	By MS/MS	648050	602430	653490	635480	585330	535860	551680	519040	584170	624500	529510	603450	534400	664790	630530	557930				3034;5929;12195;13556;21743
AT5G11480.1	1	1	1	1	0	19.622	By MS/MS	32531	31762	37930	33993	35564	26891	28307	24709	29820	34056	21712	29575	29914	39285	38726	29129				17025
AT5G11490.1;AT5G11490.2	1;1	1	1	1	0.0094548	5.9151	By MS/MS	109510	107910	134840	135930	112410	104500	105130	95380	112470	110520	95352	112500	93146	121610	98514	106980				21659
AT5G11500.2;AT5G11500.1	1;1	1	1	1	0.0013366	6.994	By MS/MS	2413.9	2050.6	1806.9	2337.2	1911.9	1824.6	1318	1840.1	2642.3	2955.9	1861.8	1897	2018.7	2782.8	2651.2	1884.6				16887
AT5G11520.1	3	3	6	3	0	17.62	By MS/MS	196490	166560	171100	162010	137660	124050	145690	119170	154470	154120	115510	143270	135030	171920	140590	165910				606;10075;10418;12336;17972;19635
AT5G11560.1	10	10	10	10	0	91.356	By MS/MS	187630	172800	206050	183450	152510	146390	158520	149630	167400	170580	142910	167550	153370	192660	181830	167840				4464;5329;5843;8437;8472;9590;15102;16849;18591;19590
AT5G11580.1	2	2	2	2	0	32.11	By MS/MS	15760	14693	15564	15396	13314	13974	13056	12916	14791	14812	11040	13742	11827	16498	14252	12548				5643;8020
AT5G11670.1;AT5G25880.1;AT2G19900.1	15;6;2	13	15	13	0	191.67	By MS/MS	1483200	1224000	1282400	1200800	1057900	1132800	1165600	1250000	1215400	1225200	1189600	1072700	1082700	1218900	1153400	1150900				976;3262;5826;6247;7958;8046;8520;9665;10354;10838;12130;12175;15404;19044;21597
AT5G11680.1	1	1	1	1	0.0015398	6.8831	By MS/MS	3694.8	3364.7	3702.7	4284.2	2897.8	3808.1	3530.9	3070.2	3671.9	2970.3	2593.7	3531.9	2940.8	4036.4	3140.6	2678.6				8889
AT5G11710.1	2	2	2	2	0	26.131	By MS/MS	51753	52522	60532	55055	48029	44127	48330	45617	46735	48320	43536	52079	45824	51500	52016	46118				8031;17742
AT5G11720.1	2	2	2	2	0	18.964	By MS/MS	25982	24512	25123	22283	18415	21116	19795	17554	20796	18411	16717	20308	17892	19440	21159	18997				4790;11378
AT5G11750.1	1	1	1	1	0.0031075	6.1823	By MS/MS	4707.5	3966.1	3034.7	3549.3	3540.7	4160.3	5184.1	3120.4	3674.2	3650.3	2966.7	2942.4	3573.7	3528.9	3013.4	3629.7				4208
AT5G11770.1	2	2	2	2	0.00078452	10.847	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				73;21008
AT5G11840.1	1	1	1	1	0.0025078	6.298	By MS/MS	5268.3	4407.8	4752.2	5842.6	4094.3	4861.2	3881.3	4727	4615.3	4282.9	5256	5406.1	4309.2	4008.3	4487.3	3913.5				18079
AT5G11850.1	1	1	1	1	0.00092958	7.5248	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5382
AT5G11860.4;AT5G11860.3;AT5G11860.2;AT5G11860.1	2;2;2;2	2	2	2	0	12.882	By MS/MS	66171	50252	57198	56324	47859	42038	48403	45949	51458	53371	46759	50813	40727	53213	52872	48521				3209;9125
AT5G11880.1	10	4	10	4	0	76.701	By MS/MS	608640	582860	655900	663880	548810	548550	566320	536160	602170	587480	540950	565190	560440	675680	631380	561430				3288;6386;8884;9814;11181;12596;15367;17260;17599;20454
AT5G11900.1	1	1	1	1	0.0015331	6.8459	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				6304
AT5G11950.2;AT5G11950.1	3;3	3	3	3	0	26.335	By MS/MS	279270	244310	315230	304950	233510	233410	271510	218720	240440	288010	246820	256970	226600	252960	263270	217470				1305;6029;19444
AT5G11980.1	4	4	4	4	0	46.15	By MS/MS	79470	76764	92466	73932	66069	64491	68696	62885	79110	69089	64613	75463	67168	89872	72876	73180				703;2607;4420;14793
AT5G12040.1;AT5G12040.2	6;3	6	6	6	0	44.116	By MS/MS	317510	305350	346790	339560	289770	296710	290490	287660	307580	308560	290040	297310	284320	326200	298920	281670				1965;10162;15535;15804;18448;20405
AT5G12110.1	1	1	3	1	0.00076864	9.8766	By MS/MS	82375	76525	83872	79899	67010	60614	73755	66554	83469	80582	67214	75602	66637	90722	71336	69728				13056;19053;20996
AT5G12120.1	1	1	1	1	0.00076026	9.4544	By MS/MS	12539	12144	13464	12298	8130	10055	10589	10219	13308	12282	10236	14090	9933.4	13659	12798	11128				5513
AT5G12130.1	2	2	2	2	0	13.222	By MS/MS	96320	133730	111830	141140	118410	101370	118350	82277	105710	80851	76800	80038	72790	88558	82524	85498				3975;7787
AT5G12140.1	4	4	4	4	0	148.82	By MS/MS	335130	276460	382830	339010	294960	274370	290680	268300	307580	316430	269610	314290	297680	383260	346120	307410				400;3056;6307;14026
AT5G12240.2;AT5G12240.1	1;1	1	1	1	0.001726	6.665	By MS/MS	25836	24065	29230	27651	22412	21676	22833	20987	24436	24899	21533	23713	24215	28310	25644	21432				16830
AT5G12250.1	5	5	17	5	0	35.022	By MS/MS	93314	87863	107940	107940	81170	81069	88520	81101	91370	87614	78764	90265	84736	99067	97343	78794				1375;6815;6816;7134;8117;9997;11280;11802;13681;14338;14527;15840;17404;20312;20563;21583;21807
AT5G12320.1	2	2	2	2	0	11.567	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				18610;21614
AT5G12370.3;AT5G12370.2;AT5G12370.1	6;6;6	6	6	6	0	129.6	By MS/MS	148470	134700	147920	141310	120960	120520	130220	119810	129570	126020	107380	116550	123840	147370	131040	125470				623;8108;9725;12779;16332;20027
AT5G12410.1	2	2	2	2	0	32.205	By MS/MS	37412	37685	43690	39726	33453	28893	33668	29287	33043	37789	30697	37666	34287	46730	40210	32186				4849;4850
AT5G12470.1	3	3	3	3	0	21.17	By MS/MS	310730	299730	310180	322020	315800	315990	285830	276490	291160	310850	273630	287470	284120	321040	312750	280900				3197;5683;12025
AT5G19450.2;AT5G19450.1;AT5G12480.1;AT1G18890.1;AT5G12480.2	3;3;3;2;1	1	3	1	0	21.826	By MS/MS	119060	122930	112080	105070	97795	92823	94385	98046	104880	108160	93743	86149	87605	114210	96851	99987				6785;17832;17833
AT5G12860.2;AT5G12860.1	3;3	3	3	3	0	28.087	By MS/MS	113550	114960	111820	107250	118900	121940	121710	113840	103690	100450	88693	93969	114840	127860	123470	121800				814;15297;19275
AT5G12890.1	2	2	2	2	0	14.369	By MS/MS	22427	27985	24815	23696	21413	19561	20745	25980	21606	26418	20622	20921	21311	23153	22927	24500				8849;10159
AT5G12950.1;AT5G12960.1	4;2	4	4	4	0	33.21	By MS/MS	147910	172080	176110	166800	134190	136780	139150	154470	153520	141020	147610	139360	131120	148190	133820	134670				4083;9930;13032;16436
AT5G13000.2;AT5G13000.1	2;2	2	3	2	0	14.568	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5633;7440;19193
AT5G13010.1	1	1	1	1	0.00077042	9.9944	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				15896
AT5G13030.1	18	18	18	18	0	267.46	By MS/MS	1214600	1145200	1258400	1188600	1009500	1002100	1008300	951460	1057300	1072800	975440	1034900	911710	1098700	1002800	995620				1061;1155;1538;2239;3310;4516;5252;6235;6544;7927;10700;13492;15735;17722;17723;18141;18322;21281
AT5G13120.2;AT5G13120.1	5;5	5	5	5	0	38.742	By MS/MS	248180	231730	245870	251330	217230	219720	217670	190760	231080	238910	193580	216830	200650	236010	212840	205080				2881;8985;11847;11848;20856
AT5G13200.1	1	1	1	1	0	19.458	By MS/MS	53812	54080	48640	44673	46507	41751	42786	53330	42387	44136	48019	40578	42296	43971	42158	43061				20965
AT5G13260.1	1	1	1	1	0.00073457	8.3334	By MS/MS	30568	28417	33884	35022	28138	25585	30828	28856	34651	36096	26086	37291	27232	39632	32291	28069				17368
AT5G13280.1	2	2	2	2	0	13.645	By MS/MS	21511	20893	28252	25627	22663	20149	24917	24751	22926	22967	20357	20494	24594	33675	27334	26479				9111;17934
AT5G13360.2;AT5G13360.1;AT5G13360.3;AT5G13370.1	2;2;2;1	2	2	2	0	15.05	By MS/MS	69457	65844	69098	69507	65494	67783	69381	68732	65178	66482	64576	64171	62231	73048	65426	64782				9644;11662
AT5G13410.1	8	8	8	8	0	86.814	By MS/MS	878300	813610	978810	956490	780640	767640	763070	785450	805080	812620	791470	869560	756740	848000	784350	723300				1162;7006;7721;9600;13619;15584;16519;18390
AT5G13420.1	9	9	9	9	0	76.527	By MS/MS	435550	383740	442290	410220	358310	345070	360590	353040	369860	390150	348130	354370	334630	393080	360760	350320				1058;11065;11704;12268;13633;16356;18210;19664;19665
AT5G13430.1;AT5G13440.1	3;3	3	3	3	0	70.748	By MS/MS	267770	263360	283030	270490	232400	227150	223990	228080	236490	257620	235100	237850	229740	255140	253830	228590				8281;10620;11207
AT5G13450.1;AT5G13450.2	10;8	10	10	10	0	102.18	By MS/MS	838850	819440	924130	871990	776980	746480	754060	763270	762640	793650	742860	753050	753100	848200	836560	730690				5294;5295;6246;6746;9196;9326;12216;14063;17810;20204
AT5G13490.2;AT5G13490.1	1;1	1	6	1	0	15.413	By MS/MS	161600	172710	161900	174310	153150	143350	144760	159900	158830	167410	138410	145280	136960	172360	169000	149680				7202;8265;12139;13685;17745;21413
AT5G13510.1	8	8	8	8	0	111.31	By MS/MS	1126900	1013100	1241900	1235000	1082400	1038900	1045900	929550	983730	1025700	852560	1054100	1010900	1282700	1196400	1034900				4540;6046;7142;8191;10723;11504;13638;21075
AT5G13520.1	3	3	3	3	0	19.117	By MS/MS	22054	24700	26033	22314	20411	18364	22983	19254	23221	20850	17007	20232	20412	25413	25553	21898				13822;14904;20567
AT5G13560.1	5	5	5	5	0	44.975	By MS/MS	88676	82505	96201	83747	77196	73839	83810	73150	90080	85660	71844	76577	80432	101710	94099	81914				3976;3977;9126;14853;15129
AT5G13630.1;AT5G13630.2	24;21	24	24	24	0	238.67	By MS/MS	1068000	1068700	1329700	1218000	906470	800120	882440	687180	970520	996170	646200	1016100	819880	1052000	1053800	800060				2628;3799;4874;5332;7260;7852;8320;10694;10840;11766;12001;12293;13117;13601;13809;14838;16333;17085;18919;19506;20294;20906;21798;21799
AT5G13640.1	1	1	1	1	0	42.125	By MS/MS	59549	56591	63521	58533	51875	53667	55273	53437	56890	54275	50316	55626	51201	61228	60582	51262				5931
AT5G13650.1;AT5G13650.2	10;10	10	10	10	0	204.88	By MS/MS	529800	533840	628960	579110	633380	685800	661190	579390	671470	663810	573600	655050	593430	674410	626110	561560				3258;7902;8378;8389;8536;9760;11801;13761;19422;20412
AT5G13680.1	2	2	2	2	0	13.457	By MS/MS	15049	11859	13266	14857	13791	11414	14186	13931	14490	16256	9615.2	12293	13233	18873	14855	14620				9433;16111
AT5G13690.1	1	1	1	1	0.0046977	6.0318	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1288
AT5G13710.2;AT5G13710.1	1;1	1	1	1	0	19.478	By MS/MS	105720	102710	106690	102870	98333	94650	101960	100130	114960	100680	82018	87917	94235	122180	115420	99932				20606
AT5G13720.1	1	1	1	1	0.0019068	6.4396	By MS/MS	28550	28402	32521	30646	25091	25613	27090	27934	28700	26487	24398	26470	23923	31649	29129	22822				17364
AT5G13780.1	3	3	3	3	0	19.896	By MS/MS	86928	87824	98007	93799	82763	81326	87374	81367	90877	90259	78489	89771	80669	101140	87257	85207				10272;20819;21848
AT5G13850.1	4	4	6	4	0	323.31	By MS/MS	456650	407400	463620	461110	398120	378330	383340	379770	417050	428600	363600	409490	394700	468680	416440	393250				1625;3073;9249;11203;14153;17066
AT5G13930.1	1	1	1	1	0.00073692	8.4286	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				20211
AT5G13970.1	1	1	1	1	0.0007622	9.5059	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				21759
AT5G13980.1;AT5G13980.2;AT5G13980.3	4;4;2	4	4	4	0	30.973	By MS/MS	302830	293000	305180	307940	250520	254370	257580	257950	262100	268840	243880	270660	246120	303760	275050	260820				6149;12842;18127;19457
AT5G14030.4;AT5G14030.3;AT5G14030.2;AT5G14030.1	1;1;1;1	1	1	1	0.00094184	7.6541	By MS/MS	54393	54137	63642	60221	49181	44796	48070	48853	48750	54652	40950	53724	45113	65052	56160	49761				8674
AT5G14040.1;AT3G48850.1	12;2	12	12	12	0	109.78	By MS/MS	945200	954810	954330	932340	891870	835440	904330	908330	872920	892630	798420	805690	845180	960670	939390	873440				6295;6505;7965;8193;8812;9469;15033;16658;19069;19620;20491;21239
AT5G14060.1;AT5G14060.2;AT3G02020.1	3;3;1	3	3	3	0	24.097	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2251;16623;20251
AT5G14200.1;AT5G14200.3;AT5G14200.2	13;11;9	6	13	6	0	145.99	By MS/MS	1251000	1118200	1227800	1238600	1271500	1260300	1261900	1190200	1239000	1254000	1165600	1109700	1153900	1191500	1184600	1228400				882;1535;1564;5296;5354;5372;5935;12647;15575;18145;19129;19544;21621
AT5G14220.2;AT5G14220.1	4;4	3	3	3	0	31.513	By MS/MS	196500	179530	194680	186950	167330	152090	154330	168270	188240	179080	152890	170330	156490	200890	179590	167840				1815;16373;20163;20530
AT5G14240.1	1	1	1	1	0.00078411	10.83	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3070
AT5G14250.1	1	1	1	1	0.00071006	7.7389	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				17280
AT5G14260.3;AT5G14260.2;AT5G14260.1	12;12;12	12	12	12	0	154.4	By MS/MS	1096200	1055700	1210700	1189100	999840	966960	991660	945040	1029000	1024900	936140	1009500	981370	1163500	1067300	950740				2232;4276;6272;7383;8382;12162;12762;15649;17673;19905;19906;20054
AT5G14320.1;AT5G14320.2	9;5	9	9	9	0	67.731	By MS/MS	769860	805050	810670	791880	714220	661630	695310	605620	619030	648090	462620	600640	609560	957270	756110	666570				3361;3362;6754;6755;8925;9343;11998;19688;19689
AT5G14460.1	3	3	3	3	0	23.199	By MS/MS	59252	57185	63195	59432	50232	44394	47909	39601	62471	60258	45359	62039	48515	63447	54550	50035				13160;15541;16187
AT5G14520.1	1	1	1	1	0	19.988	By MS/MS	24223	23742	24463	23840	29167	22814	24229	23643	29108	33059	25335	32370	22229	31506	29141	23758				19306
AT5G14530.1	1	1	1	1	0.0050823	6.0046	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				16924
AT5G14570.1	1	1	1	1	0.00073674	8.4242	By MS/MS	5087.7	3686.7	5318	6267.9	4889.2	5812.2	5548.4	4587.4	5636.3	4816.9	4388.5	5496.7	4590.6	5551.7	5785.9	5059				12869
AT5G14590.1	8	8	13	8	0	72.628	By MS/MS	476540	477100	460710	448880	445860	426070	418960	433240	453800	477920	386970	400240	404130	455710	447670	423690				2423;2619;3244;5490;8885;9988;11006;11907;13823;16227;19914;21147;21388
AT5G14660.2;AT5G14660.1	7;7	7	7	7	0	89.898	By MS/MS	342840	291840	360330	344680	338150	311710	310130	282050	299540	301790	277750	294010	317690	349910	324870	270220				5004;9171;13047;13788;15567;18171;19225
AT5G14710.1	2	2	2	2	0	14.67	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13486;15463
AT5G14740.2;AT5G14740.1;AT5G14740.5;AT5G14740.4;AT5G14740.3	24;22;21;21;21	16	24	16	0	323.31	By MS/MS	7448300	7103800	8368800	8107300	7157800	7464800	7036200	6615300	6981100	6976400	6743700	7299600	6844500	7738200	7116100	6491000				2708;4219;4692;4693;5063;8075;8219;8220;9607;9608;10129;10679;10740;12133;12134;14113;14114;16345;19291;19484;19954;21235;21380;21606
AT5G14780.1	9	9	9	9	0	77.339	By MS/MS	1048900	912220	873320	871450	732890	820040	715460	834150	803390	808210	862150	732220	724640	701220	717270	750900				2943;7406;7512;8697;10270;10637;12014;12559;14074
AT5G14790.1	3	3	3	3	0	20.959	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12636;16192;19877
AT5G14800.1;AT5G14800.2	4;2	4	4	4	0	37.861	By MS/MS	84654	84236	91787	85071	75093	71227	73955	69074	80994	82300	64832	82534	68809	92294	87889	78712				2025;5076;13435;19674
AT5G14910.1	4	4	4	4	0	148.33	By MS/MS	660590	585340	739650	681920	621210	590830	590970	535300	629750	586360	509560	579150	595200	740160	708850	571800				1326;12590;15318;20496
AT5G14920.1	1	1	1	1	0.0031082	6.1898	By MS/MS	72989	86919	117820	92871	64104	64141	68369	59630	71960	75122	75763	90205	52736	77560	59782	61050				277
