Protein IDs	Peptide counts (razor+unique)	Unique peptides	Peptides Walker TMT16	Unique peptides Walker TMT16	Q-value	Score	Identification type Walker TMT16	Reporter intensity corrected 1 Walker TMT16	Reporter intensity corrected 2 Walker TMT16	Reporter intensity corrected 3 Walker TMT16	Reporter intensity corrected 4 Walker TMT16	Reporter intensity corrected 5 Walker TMT16	Reporter intensity corrected 6 Walker TMT16	Reporter intensity corrected 7 Walker TMT16	Reporter intensity corrected 8 Walker TMT16	Reporter intensity corrected 9 Walker TMT16	Reporter intensity corrected 10 Walker TMT16	Reporter intensity corrected 11 Walker TMT16	Reporter intensity corrected 12 Walker TMT16	Reporter intensity corrected 13 Walker TMT16	Reporter intensity corrected 14 Walker TMT16	Reporter intensity corrected 15 Walker TMT16	Reporter intensity corrected 16 Walker TMT16	Only identified by site	Reverse	Potential contaminant	Peptide IDs
AT5G15090.2;AT5G15090.1	6;6	6	10	6	0	115.08	By MS/MS	804050	740430	853320	816080	710570	686600	707160	699010	742490	744280	685950	764160	682180	824070	757110	689950				2711;2712;8293;8294;8469;16360;19936;19937;20274;20628
AT5G15200.1;AT5G15200.2;AT5G39850.1	9;7;5	9	9	9	0	70.85	By MS/MS	1138900	1169100	1330300	1187700	1078100	878040	1058900	915740	1014700	1038600	783000	1026800	1037300	1346400	1266200	995710				3280;8916;9351;12589;12994;15135;15579;19778;20500
AT5G15210.1	1	1	1	1	0.00076844	9.8504	By MS/MS	2113.1	1742.7	2756.1	2014.2	1945.8	2023.1	2187.8	3115	2228.9	1833.2	1779.7	1869.7	2751.1	3046.5	1964.9	1330.5				13334
AT5G15230.2;AT5G15230.1	1;1	1	1	1	0.00071514	7.87	By MS/MS	66616	80616	99461	82783	69749	58471	60991	49093	60577	68182	45518	67639	57315	95553	86533	64755				268
AT5G15320.2;AT5G15320.1	1;1	1	1	1	0.00071191	7.7729	By MS/MS	34665	35469	38024	35321	38184	35432	36026	36659	28880	31191	28695	32479	33481	42149	38720	34069				1761
AT5G15350.1	2	2	2	2	0	14.535	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				8996;17923
AT5G15390.1	1	1	1	1	0.0007485	8.8889	By MS/MS	11369	13180	16482	13633	10500	10634	10749	12375	12036	10826	10758	15213	9469.4	13090	12599	9500.8				7888
AT5G15400.1	5	5	5	5	0	41.469	By MS/MS	143520	134100	140830	133850	117980	111110	125380	115750	132770	131660	104170	121910	115980	145470	130280	127820				2928;3485;9982;17196;20106
AT5G15450.1	25	24	25	24	0	287.85	By MS/MS	1662600	1558200	1846200	1777600	1694200	1566100	1652900	1504200	1729000	1762300	1547400	1772300	1536800	1856000	1786100	1573800				949;1150;4472;4550;6869;9184;9318;9331;9806;10032;10658;11392;11946;14768;14792;15272;15923;16603;17791;19334;19880;20264;20847;21017;21173
AT5G15490.1	2	2	8	2	0	12.92	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				48;5868;6699;9107;11048;12727;13573;14661
AT5G15610.2;AT5G15610.1	4;4	4	5	4	0	55.175	By MS/MS	87624	74165	90168	81938	75336	68049	74988	66494	83437	82735	67493	80526	67708	86329	84187	71884				1977;2220;5164;13913;18829
AT5G15650.1;AT5G50750.1;AT3G08900.1	3;0;0	3	11	3	0	43.375	By MS/MS	452060	444830	464770	440380	427710	401200	432680	447030	432870	434600	375950	373700	419400	467030	464870	422370				1862;1863;2260;4639;8855;12775;14269;18172;19494;21489;21790
AT5G15680.1	2	2	2	2	0	12.135	By MS/MS	8666.2	8914.5	7335.7	8627.8	6783.7	6459.5	6980.5	7435.1	8380.4	7582.4	6227.7	7709.8	7546.3	7125.7	6922.6	6720.2				2777;8909
AT5G15750.1	1	1	1	1	1	-2	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			20032
AT5G15770.1	1	1	1	1	0.0015385	6.8778	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				821
AT5G15810.1	2	2	2	2	0	13.737	By MS/MS	39009	33322	42722	37169	35582	32573	36539	28014	38413	37557	34150	36887	34279	38887	31502	34202				6003;18805
AT5G15910.1	3	3	3	3	0	24.075	By MS/MS	59938	57258	59899	58250	54485	53533	47791	53811	54194	52509	52151	48300	52298	52628	56552	48206				1972;9924;12440
AT5G15970.1;AT5G15960.1	5;1	5	5	5	0	252.75	By MS/MS	1879100	1338900	1992200	1964600	1603600	1505800	1521200	1750700	1870100	1585500	1894100	1747800	1387100	1361000	1330000	1460800				1092;2503;13889;16650;17055
AT5G15980.1	4	4	4	4	0	22.86	By MS/MS	97446	105290	97825	98766	86166	78414	82929	78848	87092	86711	74419	93516	87565	104270	97888	85893				2975;4189;12696;16951
AT5G16010.1	2	2	2	2	0	33.83	By MS/MS	188070	180710	183730	187470	162600	153430	179520	169660	174500	168760	148490	166670	149940	181510	160720	169170				1264;6551
AT5G16050.1	11	7	16	7	0	219.33	By MS/MS	672530	647790	691170	651920	561750	542990	594820	575020	621120	641210	510730	562270	564450	696580	612340	588170				3414;3415;3651;4000;6108;9118;10515;11121;11122;14275;14798;15965;17266;18913;19330;21358
AT5G16070.1	8	2	8	2	0	90.355	By MS/MS	656730	608830	661340	642110	585300	557290	584390	565230	601650	612120	495420	568780	551300	677960	653810	582540				1702;2027;8099;13673;15097;18641;20108;20184
AT5G16120.1;AT5G16120.2	2;2	2	2	2	0	12.191	By MS/MS	37511	35122	35668	32638	28072	24821	26603	24829	28051	28819	24523	27763	25108	29423	35056	29879				5675;6084
AT5G16130.1	3	3	5	3	0	101.8	By MS/MS	324080	308150	367350	338550	297070	243040	282650	251270	297380	307600	227830	300250	269560	408370	361550	294240				2333;3838;3910;11541;13883
AT5G16150.3;AT5G16150.2;AT5G16150.1	4;4;4	4	4	4	0	65.512	By MS/MS	190210	182250	220960	195970	164570	159400	164560	181280	182940	170430	161480	174690	171140	188840	187700	175100				1660;15915;16755;21130
AT5G16210.1	2	2	2	2	0	14.888	By MS/MS	9385.8	8829	10027	9422.6	6942.3	8293.1	9599.4	7911	8094.8	9377.1	7883.1	9744.7	7444.3	8840.1	8419.3	8058.2				5942;5997
AT5G16260.1	4	4	4	4	0	29.213	By MS/MS	66819	57348	62209	57553	53990	48554	53494	52219	63573	62656	51166	54354	54264	61816	58554	52093				2846;4926;14880;20590
AT5G16270.1	3	3	3	3	0	18.065	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				15209;16030;19971
AT5G16290.2;AT5G16290.1	2;2	2	3	2	0	13.527	By MS/MS	53926	51357	63999	61187	56901	45689	52321	49443	56109	51222	42710	58035	52933	67437	59973	50846				3849;5688;9044
AT5G16300.2;AT5G16300.4;AT5G16300.1;AT5G16300.3	3;3;3;2	3	3	3	0	30.003	By MS/MS	36030	33811	42868	39855	37093	35871	36836	35093	36144	38152	32157	32924	36092	40948	40417	37437				4183;15858;16048
AT5G16390.2;AT5G16390.1;AT5G15530.1	6;6;1	6	6	6	0	79.774	By MS/MS	149980	129810	192610	168090	138740	127940	149970	130470	145650	133270	138630	139580	133590	155500	145170	134190				3158;5744;15067;17065;17110;17330
AT5G16400.1	2	2	2	2	0	14.466	By MS/MS	71564	68194	78584	77771	60759	64586	61947	62646	61434	61857	59212	67393	60416	72946	64763	57463				21352;21675
AT5G16440.1	3	3	6	3	0	25.835	By MS/MS	157710	147880	174680	162190	139510	135940	141340	125550	145720	142390	126070	148070	130440	167060	163120	138710				731;5661;12287;12570;13105;21370
AT5G16450.2;AT5G16450.1	1;1	1	1	1	0	19.214	By MS/MS	19787	16082	17301	19505	13625	14820	13721	14956	14617	18038	13674	15577	16240	16629	18124	16153				746
AT5G16510.2;AT5G16510.1	4;4	4	5	4	0	35.565	By MS/MS	150870	141070	161500	141500	119240	111630	118660	114170	137820	130710	120460	131530	111830	144010	132170	129550				1457;5317;5563;7287;8855
AT5G16590.1	5	5	8	5	0	56.18	By MS/MS	259990	240160	314550	294880	232760	229040	254170	213520	251250	235510	230060	259150	232200	297860	248690	237040				1059;1503;3331;9808;11270;16368;16586;21687
AT5G16620.1	9	9	9	9	0	85.394	By MS/MS	582760	535140	601910	592770	546490	497300	542440	493470	564080	574310	460650	539120	521340	651940	576300	518420				3081;5727;9763;10092;11564;14047;14681;15205;19531
AT5G16660.2;AT5G16660.1	5;5	5	5	5	0	71.364	By MS/MS	572840	545180	590970	574450	478080	486210	491830	475460	509960	502270	436250	473520	466460	588450	527330	484720				5048;9481;14572;15192;17612
AT5G16710.1	15	15	15	15	0	258.2	By MS/MS	1611600	1480100	1671600	1700200	1427700	1482900	1456400	1442200	1499600	1515700	1458300	1459200	1424200	1543300	1482700	1390200				629;3402;3598;5679;9056;10015;11667;13813;14676;16682;17730;20091;21194;21195;21641
AT5G16715.1	13	13	13	13	0	100.13	By MS/MS	693240	661670	729040	743190	656940	604560	619720	571250	648460	653080	550380	647090	601740	747100	689460	606560				660;1274;2325;2647;5299;5583;9931;10731;11573;11719;13745;16805;21439
AT5G16730.1	3	3	3	3	0	25.073	By MS/MS	108470	98651	119230	108980	99798	98742	112170	88715	122240	112180	84255	101100	98493	148740	111830	110300				5131;15044;16258
AT5G16750.1	1	1	1	1	0	11.371	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				8365
AT5G16760.1	2	2	2	2	0	16.023	By MS/MS	16183	16182	19979	17451	16451	14699	14995	15680	14119	16363	15535	14528	17296	19086	20866	15423				19481;21590
AT5G16780.1	1	1	1	1	0.00072886	8.1905	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2753
AT5G16810.1	2	2	2	2	0	12.605	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3560;6169
AT5G16840.3;AT5G16840.1;AT5G16840.2	4;4;4	3	4	3	0	30.509	By MS/MS	114930	110530	114180	111960	95193	93622	101000	94445	107700	106130	91837	102800	90018	108000	104170	92015				473;2159;12822;17674
AT5G16930.1	3	3	3	3	0	23.565	By MS/MS	21562	20316	20737	18299	21062	16443	16992	15538	24407	24040	18106	21232	17002	24000	19532	20135				1976;9161;15444
AT5G16970.1;AT5G17000.1;AT5G16980.1;AT5G16980.2;AT5G16960.1;AT1G26320.2;AT3G03080.1;AT1G65560.1;AT1G26320.1	7;2;1;1;1;1;1;1;1	5	7	5	0	148.51	By MS/MS	515440	454390	461010	460850	461740	449670	477900	462060	448800	456040	420490	426020	451560	520940	478630	517800				3987;4682;9951;10205;13546;14324;20348
AT5G16990.1	1	1	3	1	0.003103	6.1694	By MS/MS	48678	43788	46538	49163	44904	44953	46214	44678	47870	45108	43137	39735	43566	46540	41549	41023				6661;10205;14324
AT5G17010.2;AT5G17010.4;AT5G17010.3;AT5G17010.1	1;1;1;1	1	1	1	0.00052493	11.003	By MS/MS	27046	32374	30757	31185	30218	26045	29532	31756	35010	32552	57819	49180	53754	63921	54366	45488				1170
AT5G17020.2;AT5G17020.1;AT3G03110.1	6;6;1	6	6	6	0	65.284	By MS/MS	202340	179350	219300	201610	174660	168440	175570	170610	171470	183720	167750	182280	175070	205710	181640	169220				2218;3355;4619;13223;13664;14049
AT5G17050.1	3	3	5	3	0	20.232	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				630;1951;5550;8052;20361
AT5G17170.1;AT5G17170.2	6;4	6	6	6	0	146.48	By MS/MS	1285200	1225800	1285900	1301200	1222300	1394800	1230000	1173600	1220300	1228500	1097400	1125000	1147700	1357400	1170300	1070200				2005;14971;16340;16437;17788;18223
AT5G17230.1;AT5G17230.2;AT5G17230.3	1;1;1	1	1	1	0	14.919	By MS/MS	39356	43400	59871	53187	29641	31644	35626	28347	37847	37328	34465	43533	31637	38677	36679	31967				9002
AT5G17290.1	2	2	2	2	0	17.305	By MS/MS	18917	15376	17969	13958	9085.7	11693	14068	10496	16914	13821	13872	15887	10307	14602	9119.2	17198				13558;16577
AT5G17310.2;AT5G17310.1	8;4	8	16	8	0	86.882	By MS/MS	946360	885070	958960	952000	861920	871630	888680	815300	922030	912430	784340	854460	835110	1016100	916190	854080				3113;6441;9377;9980;10772;11318;11485;12967;13227;14043;16007;16455;16639;18534;20478;20756
AT5G17380.1	10	10	10	10	0	82.966	By MS/MS	544680	444440	417170	411080	384360	376050	389660	411610	387660	404940	373920	365770	395890	421710	419090	470900				2565;4946;7311;8846;10041;10423;10809;12955;12977;16235
AT5G17530.1;AT5G17530.2;AT5G17530.3	4;4;4	4	4	4	0	41.839	By MS/MS	173890	143750	184200	182120	147110	158530	140770	138210	154210	158300	153780	188470	130170	156110	162610	129870				10025;11733;14103;20170
AT5G17560.1	3	3	3	3	0	45.387	By MS/MS	245530	232910	268650	259200	237980	235630	223580	210880	225520	247050	198170	240000	217390	246310	247560	238860				5565;9612;17354
AT5G17710.1;AT5G17710.2	11;11	11	11	11	0	163.68	By MS/MS	1734500	1645100	1765600	1739400	1544900	1796300	1925900	1543700	1728000	1736200	1400600	1560500	1487000	1757900	1727700	1514200				4366;4367;9024;10017;10018;12218;16588;17173;19235;20516;20715
AT5G17770.1	6	6	6	6	0	83.29	By MS/MS	251880	227520	259860	248390	243650	222140	247650	237640	234520	248680	213170	226510	245260	283840	266200	232300				698;1012;1413;3000;4495;9402
AT5G17790.1	7	7	7	7	0	128.45	By MS/MS	147030	139610	183650	168730	134680	131680	137310	113850	150880	147570	125720	155960	135380	167700	154230	130320				3643;3644;5648;5693;14178;16848;19218
AT5G17870.1	3	3	3	3	0	26.849	By MS/MS	331570	302780	398960	380260	352080	311000	318170	306550	333740	326460	286400	306990	302980	379720	374590	308440				10844;10939;15605
AT5G17910.2;AT5G17910.1	5;5	5	5	5	0	51.372	By MS/MS	51327	45796	54429	48493	42063	41342	46822	48756	47008	48120	43258	43082	43957	48425	41011	43125				637;2595;5872;17656;17657
AT5G17920.2;AT5G17920.1;AT5G20980.2;AT5G20980.1;AT2G43800.1	36;36;5;5;1	17	36	17	0	323.31	By MS/MS	6911100	6096800	7907300	7153200	7087200	6156800	7534800	5905700	7434700	7500300	5743100	7058100	6755300	9081700	7686500	6813400				98;1006;1145;1252;1473;1474;1834;2492;2493;2746;6055;6264;6596;7682;8189;8208;8643;8759;9910;10746;10747;10986;11031;11327;12340;12341;13122;13623;16352;17177;17424;17692;20554;20825;21421;21544
AT5G17990.1	6	6	6	6	0	61.604	By MS/MS	444430	422980	415030	398310	391230	380840	368570	393310	365510	386080	328350	352520	363070	412350	428570	390470				1113;7670;9269;18341;18923;20490
AT5G18070.1	2	2	2	2	0	11.838	By MS/MS	30055	29470	39799	50994	43080	40173	62403	59365	21038	27367	40032	31980	44832	26488	36575	30200				2422;20133
AT5G18110.1	1	1	1	1	0.0015317	6.8195	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13513
AT5G18170.1	6	5	6	5	0	58.483	By MS/MS	197830	187870	210330	201320	162920	161230	166530	180200	167120	176330	166450	178910	166870	183660	182240	162190				7077;7521;10221;12724;13693;14192
AT5G18200.1	2	2	2	2	0	26.216	By MS/MS	11713	10004	11454	10841	11165	9724.2	9500.5	9870.4	11156	11377	9312.1	10704	9964	10978	10686	9365.5				7662;14245
AT5G18230.1;AT5G18230.2	3;3	3	3	3	0	66.309	By MS/MS	124820	108860	136290	125620	109920	104140	107910	100290	111800	116290	94957	120410	107520	136250	133640	109070				8213;13956;17959
AT5G18280.1;AT5G18280.2	2;2	2	2	2	0	36.168	By MS/MS	23967	18999	24032	22794	18421	18493	20997	16560	18514	20600	16903	20572	16952	23370	21572	16472				1579;1580
AT5G18380.2;AT5G18380.1;AT5G18380.3;AT3G04230.1	6;6;5;4	2	6	2	0	102.54	By MS/MS	331580	344250	374730	363520	296780	290740	310610	279830	296350	291050	253240	299050	305700	395550	352270	308240				1382;2058;6259;6631;9353;18402
AT5G18400.3;AT5G18400.2;AT5G18400.1;AT5G18362.1	5;5;4;1	4	4	4	0	51.938	By MS/MS	360830	308440	328470	326680	293930	266040	285990	264670	300640	314500	263360	309400	277450	354960	325580	289040				9490;9681;13321;18945;20017
AT5G18410.3;AT5G18410.2;AT5G18410.1	4;4;4	4	4	4	0	33.257	By MS/MS	29149	29626	38392	33858	31674	28120	28538	25850	31864	31438	26076	28740	28431	35447	31836	29301				208;548;2538;20134
AT5G18420.3;AT5G18420.1;AT5G18420.2	2;2;2	2	2	2	0	33.757	By MS/MS	35622	30330	37480	36361	33060	31596	31116	29545	32711	31858	31348	31857	30509	33769	31800	29340				7266;20709
AT5G18470.1	2	2	2	2	0	13.34	By MS/MS	65285	103900	37765	33293	39402	40965	35522	55254	36799	48915	41547	34345	35772	37024	44202	49032				3647;4974
AT5G18550.1	2	2	2	2	0	15.986	By MS/MS	39260	39040	47587	44870	37754	30772	36544	39710	45198	47486	38833	47605	26395	44678	37378	27064				7665;17933
AT5G18580.1	2	2	2	2	0	12.662	By MS/MS	34114	33489	42591	37490	26444	29757	30408	29052	30467	35321	27164	33235	27799	35511	31305	24883				5390;9687
AT5G18610.2;AT5G18610.1	1;1	1	1	1	0	12.2	By MS/MS	26572	21427	24662	26337	25897	20303	24366	21442	25454	24776	19106	23201	23822	29040	27533	25076				16790
AT5G18660.1	6	6	6	6	0	53.597	By MS/MS	739290	739520	822080	908990	770190	770690	749810	653440	760780	675190	584150	671630	623230	775870	718990	622510				1372;3116;3729;4751;7588;21847
AT5G18760.1	1	1	1	1	0.0088585	5.9243	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13423
AT5G18800.2;AT5G18800.1;AT3G06310.3;AT3G06310.1	2;2;1;1	1	1	1	0.00077963	10.625	By MS/MS	116530	99028	89759	81483	92354	82847	98142	90229	122570	106920	62534	66271	92509	131960	100030	91516				2494;17253
AT5G18900.1	1	1	2	1	0.00093655	7.5995	By MS/MS	68219	66833	64337	68390	56153	56809	60851	61591	61221	58281	53888	57437	56268	64795	58104	59270				7654;7924
AT5G18940.1	1	1	1	1	0.00074608	8.7638	By MS/MS	8589.1	6509.4	10479	8980	7399.1	7335.7	6574.3	7304.7	7793.4	7006.7	7755.9	7112.5	7692.4	8818.4	8288.9	7938.2				8446
AT5G19140.1;AT5G19140.2	8;7	8	8	8	0	108.75	By MS/MS	448400	437040	514370	484100	372950	381330	419400	436300	398910	394910	398890	384890	392330	427370	413080	398250				2793;10134;13639;13911;16724;17515;18816;19453
AT5G19150.2;AT5G19150.1	2;2	2	2	2	0	22.95	By MS/MS	38436	41075	39638	38591	32849	30974	34949	37419	35957	39478	33407	34738	37264	39464	34901	32041				9105;20099
AT5G19180.1	5	5	5	5	0	38.485	By MS/MS	190000	190990	213290	200340	178240	174440	177580	186370	185960	194570	173060	183470	172050	196770	182770	178640				365;574;2700;7185;9747
AT5G19220.1	20	20	20	20	0	294.17	By MS/MS	1326600	1307600	1369000	1415700	1288500	1352500	1230200	1244500	1274400	1261500	1180000	1211100	1169000	1343000	1266200	1161400				1120;1421;1422;1776;2388;4935;6832;9945;10851;11839;13341;14613;15241;15242;15851;16487;16679;18886;19884;21027
AT5G19230.1	1	1	1	1	0	11.866	By MS/MS	12622	7867.7	6731.4	6745.7	6569.3	6986.8	9520.6	11110	7109.9	7937.6	7243.1	6814.6	6746.5	9056	8305.3	13820				14025
AT5G19240.1	1	1	1	1	0.00091241	7.2706	By MS/MS	132040	140060	120690	111750	109700	106110	107740	133380	110920	118490	108450	97381	108130	117520	117170	111880				2977
AT5G19320.1	2	2	2	2	0	12.511	By MS/MS	104860	104560	116940	110290	91061	86819	93134	84962	97880	94441	91184	102130	82624	103110	96796	90163				692;5199
AT5G19350.2;AT5G19350.1	1;1	1	1	1	0.00073892	8.4822	By MS/MS	43024	34833	41893	35867	33614	33292	35640	30132	38639	39836	30628	37178	33102	50826	34282	36556				18698
AT5G19370.1	6	6	6	6	0	49.074	By MS/MS	391910	367110	413430	417600	348590	336820	327680	307840	354900	370280	316340	361250	332100	383350	392940	327260				577;2959;5499;11756;13735;14352
AT5G19390.4;AT5G19390.3;AT5G19390.2;AT5G19390.1;AT5G12150.2;AT5G12150.1	3;3;3;3;2;2	3	3	3	0	37.094	By MS/MS	46386	45250	50628	48094	42259	41843	45118	43478	45828	45511	42845	46475	41771	47991	49791	39975				570;13357;18686
AT5G19440.1	3	3	3	3	0	43.679	By MS/MS	154130	128560	136470	122450	132940	114060	121890	123870	123330	124790	107720	121630	122330	147330	138030	145320				16796;18102;18562
AT5G19460.1;AT5G19470.2;AT5G19470.1	3;1;1	3	3	3	0	22.295	By MS/MS	38371	34781	42627	40184	31048	32526	30688	26727	35265	37118	32159	37463	31073	36583	30414	35012				4244;7832;11930
AT5G19510.1	6	5	7	5	0	120.34	By MS/MS	1808800	1589200	1933200	1806400	1584000	1369200	1485900	1293900	1585300	1656000	1332900	1661200	1506700	1963300	1902000	1489600				2307;8663;13056;17415;19053;20997;21208
AT5G19530.2;AT5G19530.1	1;1	1	1	1	0.001328	6.9472	By MS/MS	18226	18091	20343	19614	18804	16720	17599	12272	19648	21578	13600	19091	17137	22963	19799	17900				5820
AT5G19550.1	12	9	12	9	0	149.88	By MS/MS	661690	634470	566900	575760	548880	567350	530410	569540	585290	656540	559590	569320	523250	582700	553360	572250				607;1591;6191;10075;10419;15016;15208;16842;17971;19593;19635;19933
AT5G19620.1	3	3	3	3	0	33.025	By MS/MS	127150	115300	152670	125300	101440	105280	106620	111610	121440	116840	112560	122450	100040	131410	115800	115320				8003;8333;8820
AT5G19690.1	2	2	2	2	0	12.007	By MS/MS	75190	66445	77434	69116	52715	50964	57227	51677	60213	64546	54519	63553	57091	79774	61553	57466				16909;20721
AT5G19760.1	12	12	12	12	0	211.15	By MS/MS	1653100	1649000	1725500	1744100	1646500	1700400	1633500	1576700	1559700	1575800	1437400	1480200	1529500	1738300	1630000	1565400				971;1154;1417;7159;7272;8107;9959;10016;13732;14014;14708;21668
AT5G19780.1;AT5G19770.1	8;8	6	19	6	0	117.31	By MS/MS	560790	572510	623940	627430	489310	468030	490460	468840	504660	509490	448250	465880	443180	551540	479130	449060				2140;2198;2379;2453;3863;3942;4265;4334;4336;4994;6348;6359;12803;12804;15089;15806;16739;18976;21596
AT5G19820.1	14	14	14	14	0	117.18	By MS/MS	850450	790220	923300	879950	740100	751360	790960	705220	794470	803330	710640	827350	714630	895450	812050	748920				249;1414;3917;10754;11552;12376;12734;13629;14873;15120;17246;18249;20115;21853
AT5G19855.1	1	1	1	1	0.0011213	7.0572	By MS/MS	126620	112900	133120	122510	117950	118700	122510	110650	123050	117670	97279	110500	115310	136110	120890	109520				15040
AT5G19860.1	1	1	1	1	0	57.864	By MS/MS	111470	125170	102200	104130	100160	102280	101830	119850	96400	108330	93931	86612	100400	98388	103900	96966				21449
AT5G19940.2;AT5G19940.1	7;7	7	7	7	0	61.231	By MS/MS	391810	400850	487850	484990	345680	324590	392000	330980	366540	359970	308360	383130	368420	471060	417120	356660				1172;5361;5950;10204;18177;19742;21431
AT5G19990.1	6	1	7	1	0	54.266	By MS/MS	320590	298330	306080	302390	270240	243020	263330	247690	272830	299160	244060	264050	264290	326680	301390	269360				4505;8702;9172;15703;18491;20337;20582
AT5G20000.1	1	0	6	0	1	-2	By matching	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			240;4505;8702;9172;18491;20337;20582
AT5G20010.1;AT5G55190.1;AT5G20020.1	9;8;8	8	8	8	0	83.167	By MS/MS	1209900	1144500	1266100	1206100	1052800	1027500	1087400	1014400	1093600	1097500	982230	1098300	991220	1309300	1123400	1090000				1319;8943;10797;13015;13989;14300;14636;17058;19279
AT5G20060.3;AT5G20060.2;AT5G20060.1	4;4;4	4	4	4	0	29.412	By MS/MS	23793	21068	42383	30186	20500	20622	27111	19178	22650	21570	26245	26168	20022	22311	18915	19667				196;307;11446;16654
AT5G20070.1	2	2	2	2	0	15.588	By MS/MS	31558	29833	34480	33914	28610	27990	31435	28334	29412	28953	27819	29501	25273	35375	28409	28479				1424;17433
AT5G20080.1	6	6	6	6	0	48.219	By MS/MS	374120	347940	370460	355250	316570	307510	320160	308290	329660	332520	303200	316580	308460	352360	349020	314850				1589;5182;8826;9401;14394;21811
AT5G20090.3;AT5G20090.2;AT5G20090.1	1;1;1	1	1	1	0.00073565	8.3636	By MS/MS	130100	130010	131210	126700	114830	106340	108800	118130	119340	113520	110610	113320	112030	120320	118040	110090				6841
AT5G20140.1;AT5G20140.2	3;3	3	3	3	0	17.704	By MS/MS	98158	97859	106530	107680	98802	95565	95865	86834	102890	97397	81402	92858	89778	104910	94659	87559				6920;12709;15293
AT5G20200.1	2	2	2	2	0	14.168	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				131;17281
AT5G20230.1	1	1	1	1	0.00073332	8.3046	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				19640
AT5G20250.4	1	1	1	1	0.0025037	6.2646	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				21699
AT5G20280.1;AT1G04920.1	12;2	9	12	9	0	121.9	By MS/MS	570500	532680	620170	555110	506110	519700	547570	520190	612580	584350	528070	545250	512010	588380	526880	516900				694;1250;3128;3579;7476;9632;10806;11833;13151;14909;15233;15375
AT5G20290.1;AT5G59240.1	12;4	12	12	12	0	144.57	By MS/MS	1288400	1454900	1581300	1448300	1184100	974240	1186100	1036400	1210300	1379600	960570	1237600	1155900	1494400	1439800	1097200				347;2936;2937;5135;5136;10484;10485;11407;12024;15928;16746;19998
AT5G20350.1	2	2	2	2	0	29.207	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				7211;17277
AT5G20360.1	2	2	2	2	0	31.151	By MS/MS	76464	71967	88822	83606	65864	69154	69352	64175	73256	70827	68596	76837	66908	83040	72960	66902				12358;19526
AT5G20490.1;AT5G20490.2;AT1G54560.1;AT1G08730.1;AT5G20470.1;AT4G33200.2;AT1G04160.1;AT4G33200.3;AT4G33200.1;AT1G04600.1;AT2G33240.1	10;8;2;2;1;1;1;1;1;1;1	8	10	8	0	120.11	By MS/MS	218160	198390	243380	221220	192550	193280	221390	195070	204810	213800	192590	208220	190110	215880	185800	199580				872;1426;3697;5881;11366;14497;18338;19009;20230;21633
